Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Libya,LBY,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,6200,6600,7400,8400,8800,9500,9800,11100,11100,11600,12200,13400,14900,16500,16700,16600,15400,14400,16400,17000,18200,19000,14400,9100,7100,5800,6100,6000,6000,6100,6194,5884,5884,6414,8042,13335,12657,13477,9930,9812,34878.07717,27770.50206,16514.43158,32064,26414,13298,10764,9686,12340,11339,6032.238,9046.238,
St. Lucia,LCA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,712300,681000,695500,706800,743800,781500,804400,786700,801600,907000,983000,943200,1056500,1149700,1188600,1171500,1192600,1214500,1198200,1220900,1231900,1250000,1287400,1380200,1442900,1462700,1532800,1727100,1806500,1985500,1838871,1916893,1756505,1562182,1584616,1656212,1695244,1833458,1800913,1838212,2303571.688,2431147.824,2549816.184,2732986.415,2840587.997,2898758,2826420,2748629,2805821.292,2826537.583,1285637.062,1797138.537,
Least developed countries: UN classification,LDC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,168900,173200,167600,178100,170500,189900,211000,187300,193800,210100,225400,235300,232000,241100,233200,233000,228600,222000,224400,209900,209000,199000,193200,184400,194000,185900,196500,185700,183300,160300,168933,163158,155307,158259,178827,185593,186604,215810,184000,200779,334228.2344,383386.9813,379884.9299,435901.8152,446268.151,417135,432752,524431,586506.9645,538357.3,301278.9354,349696.37,
Low income,LIC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,129300,133500,119700,114300,103500,118000,131500,121600,122700,120700,131200,130300,129700,130000,133900,124700,115800,115200,112200,111600,112700,107100,107600,107400,111800,103500,104200,107600,97700,103500,104672,96597,,,,,,,,,162221.8315,196069.6714,196846.5071,228679,202635.3103,195248,194617,220549,208410,215874.3,122106.9134,174772.065,
Liechtenstein,LIE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,4400,5200,4400,2900,4200,4400,4000,5300,3100,1700,3800,4100,3500,5400,5900,6700,5800,5800,6100,6900,7900,8200,9100,8900,8900,8900,8800,8800,9300,10100,5206,11386,10480,12603,18699,19712,20979,21020,20512,16632,20921,26052,31373,32636.4,37517,37598,40711,41012,34425,33050,10045,11210,
Lower middle income,LMC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,543800,468200,495600,544500,521400,598200,647500,658800,690100,703300,716300,738600,735300,783100,857100,890200,900000,927000,964900,946100,922800,927400,1005800,931000,1005400,1080000,1152800,1126800,1140000,1024300,1075529,1153890,1075662,1164776,1391757,1451873,1649651,1795387,1803331,1874227,2555685.521,2804160.166,2860063.226,2863456.622,3129936.117,3260601,3676481,3931281.088,4270479.92,4144717.122,2023087.622,2164578.581,
Low & middle income,LMY,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,1478400,1597800,1702900,1681000,1733100,1833700,1931000,1958100,2051000,2200500,2343400,2366600,2406900,2511400,2562000,2564300,2655800,2640600,2789100,3742700,3857600,3914900,4038800,4175000,4158600,4226700,4185779,4563504,4485909,4452689,5095646,5390916,5882404,6487126,6588526,6994294,8845435.564,9562678.52,10094839.46,10796648.91,11659936.07,12319764,13043884,13873144.14,14733803.04,15027723.42,8539642.865,9647724.71,
Lesotho,LSO,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,900,900,1000,1000,3300,4900,3100,3100,4600,3000,3100,4700,4800,3900,2200,4600,4600,4600,1900,1100,2400,1800,1400,700,2100,200,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,672000,691200,713800,700700,706900,790300,823400,810300,900600,961300,1045600,1063300,1115500,1170500,1268600,1287600,1377800,1424700,1469600,2465000,2479800,2582100,2622800,2735700,2732000,2853000.001,2828120,3197261,3283798,3218826,3665061,3816401,4169909,4686224,4927058,5504592,6378364.18,6944807.875,7381815.761,7908184.583,8471671.027,9025937,9501394,10149322.67,10693202.07,11156939.27,6567899.014,7303348.38,
Lithuania,LTU,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4800,6500,6600,6600,8100,9700,11100,10197,10418,9613,9839,11224,11930,11059,10823,12238,11633,4972.63491,7122,11874,9900,12622,12199,9719,12151,2375,2506,2619,1469,
Luxembourg,LUX,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,7100,9100,8200,7500,7900,8000,8200,8300,8600,8600,6000,6200,7300,6900,7500,7900,9200,10300,10400,10600,12300,13200,15200,15300,18900,7300,8200,23200,24600,29900,34007,38239,25102,40831,42447,42304,43777,47209,47639,51932,38716,38937,43021,44059,47215,48569,48255,48289,51824,51938,32964.6,36357,
Latvia,LVA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,4700,5400,5200,10900,8200,9900,9100,9816,9508,9364,10360,16159,23112,29067,28182,28915,27123,54589,54241,46732,43836,42107,41376,42392,47885,54356,61692,23100,23795,
Macao SAR - China,MAC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673,14161,15378,14355,21126,23572,25154,25016,19009,14258,13411,14368,15890,17859,20158,21472,23574,22924,24411,28685,6470,6773
St. Martin (French part),MAF,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,10100,12900,12800,16800,17200,19500,24500,25200,25000,24400,14800,17200,8700,17800,13700,11600,12200,12600,13600,14100,27100,18600,25800,37400,34500,32700,32000,35100,40100,43900,44542,44262,37160,35937,41526,48651,55239,68847,61298,62037,75306,69940.91248,61161.3007,68700,72345,75044,80085,86735,80154,91254,32519,50340,
Monaco,MCO,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,5800,5800,5800,5800,9400,9400,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12700,28900,31479,29905,14959,14024,12022,12249,14092,15170,13071,10351,10067,10603,11034.54545,10956,10928.727,10728,611,3,3,3,,,
Moldova,MDA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3400,3800,1600,3300,1100,3682,3866,3862,4333,4657,4392,4248,4654,4933,5047,6571,7147,6560,7500,8400,8739,9625,14116,13590,11899,2851.909,4934,
Madagascar,MDG,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,17600,17600,16200,16000,16500,16600,20500,23100,24300,23900,24500,21000,15100,15000,16500,16200,15600,15700,16100,15300,17200,14300,15300,16900,16200,17800,17200,16800,18300,18600,20491,20129,9433,17202,18016,17911,14142,37310,11861,9566,11714,12332.72727,13267,9451,10385,8852,7230,7650,10170,10600,4225.333,2038,
Maldives,MDV,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,300,500,600,700,700,800,500,500,500,500,800,900,700,700,700,800,800,800,800,2600,4000,4100,3300,6000,4400,5970,3286,3417,3520,4224,4520,5108,5006,5006,4971,,,,,26849,31472,33006,33904,26678,27199,9045,7647.367,
Middle East & North Africa,MEA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,157700,174900,184900,201500,232400,242100,284900,311300,341300,341700,353100,361800,357800,389900,394100,382900,389900,381200,406400,414200,415100,385000,441300,467800,491800,483000,519600,545200,535600,571700,613217,665244,621484,683657,701240,590992,648841,707006,680702,1003079,1267722.284,1292819.15,1353694.092,1427157.5,1501061.142,1561886,1691849,1780821.468,1812409.754,1844219.272,811860.46,1087594.114,
Mexico,MEX,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,56500,49600,64800,91200,101600,112100,115300,111900,115200,129300,177100,151800,144800,202300,200700,204600,187100,189000,141400,152200,177300,189300,228400,246600,272100,225100,222700,264100,292100,328300,290412,292208,278456,287017,330441,331225,317856,309633,266244,222356,445796.033,386063.9941,415279.823,435792.09,457921.907,508614,555984,567921,583408,605632,322333,445488,
Marshall Islands,MHL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2600,2800,3300,3300,5500,5500,8800,8300,4600,3900,3600,3700,2324,2744,3876,3911,3683,3083,3573,3508,3510,3480,,,,,,,,2218,2244,1967,1918,2478,
Middle income,MIC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,1369000,1474800,1561500,1548700,1599900,1703200,1800400,1827100,1922700,2070400,2211400,2244100,2283300,2389500,2444000,2444900,2533400,2528600,2676500,3630100,3739700,3813100,3929600,4072200,4065900,4121900,4068558,4449808,4392074,4350919,4983353,5274329,5763971,6342384,6472571,6880036,8656991.732,9346248.418,9890805.59,10579105.91,11443594.76,12127023,12849372,13655292.14,14532144.29,14821891.12,8423706.952,9476269.052,
North Macedonia,MKD,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3400,3500,4900,3900,7600,6400,8047,4673,1964,2263,2398,2277,2368,2605,2813,1389,,,,,,,,,,,,,
Mali,MLI,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,3600,2800,2700,2600,2600,2600,2900,3100,3100,3700,3800,3600,3800,3600,3400,3100,1700,100,,,,,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,4656,5580,2753,360,0,,,,,,,,
Malta,MLT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,2400,1900,1500,1700,2100,2400,2400,2500,3400,3600,4300,4600,4800,4400,4000,4000,4500,4700,5300,6000,6600,6800,7500,9500,11300,12800,13600,13400,12700,14100,15394,15056,14594,14390,14356,14768,15359,16895,17334,18362,16828,14891,13845,14257,14022,13639,12305,12799,20903,19317,6289.09,5635,
Myanmar,MMR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,21700,22500,22900,23500,17900,17100,17200,17400,17400,18500,19400,19500,21500,22300,21700,22500,22500,22500,22600,13800,13800,13800,13800,13800,13800,14500,14500,14500,14700,11300,10329,9709,20624,20611,24729,26460,28700,29235,29514,28499,20485,32354,37798.82982,38028,49599,51652,65643,62480,64397.96449,64320,30407.914,20653.338,
Middle East & North Africa (excluding high income),MNA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,105400,112300,121700,139000,154700,165800,191100,197100,203000,189400,185000,184200,187400,213000,210200,199700,211900,208800,220900,225700,223400,211300,218800,224500,233400,229500,249200,277600,271000,271700,296322,356337,297723,340925,333384,360734,391697,412178,382907,419054,556612.1772,530059.4339,511465.2853,556102.5,571311.1416,510478,556552,624693.468,636327.7535,637401,282665.37,380154.114,
Montenegro,MNE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,,4978,4974,5560,,,,,10064.00869,7707,7485,7164,6492,6864,6842,6436,6887,7192,,20,
Mongolia,MNG,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800,17900,10000,10000,10500,10500,4900,4900,2200,6200,5947,6264,7358,6702,5332,6169,6158,5592,4783,6528,7194.258441,9611.028261,4212,5705.56147,5219,6009,5277,7777,8310,3166,1435,
Northern Mariana Islands,MNP,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,4600,8000,4300,5300,5500,6100,5400,5500,6200,4500,2500,2900,3300,4700,4900,5600,5100,4400,3700,3800,3200,3800,4600,5000,5900,6698,7257,7501,7662,8585,9768,10490,10791,10943,11260,13705,12957,13263.25147,19596,19763.59968,18924,15911,11955,10479,12178,6779,7583,
Mauritania,MRT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,5600,4800,4600,4000,3900,4200,4400,4700,4700,4800,4900,4800,4900,4900,4000,4100,4400,4100,4200,4200,3600,4300,4200,4400,4400,4600,4800,4900,4900,3600,3761,2230,1510,1612,1686,1720,1725,1833,1159,1114,6373,4235,3077,3984,4044,4277,4307,5331,4910,5566,2205,4104,
Mauritius,MUS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,300,300,300,300,400,400,400,1300,1400,4200,5300,5000,5100,5400,6000,6400,6500,5800,5900,6400,8400,7700,7700,8000,8200,8900,9400,11000,11000,10700,12162,12269,12720,12969,14791,14743,13692,12090,11742,11144,11750,12353,12258,12079,12131,12646,13614,14842,14940,14937,4319,2348,
Malawi,MWI,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,3800,4400,4400,4300,4300,5000,3900,4900,4700,4200,3300,3500,4500,3700,6000,5700,4400,3000,1600,3500,3600,4000,3800,3300,3400,3500,3500,3600,3600,4400,4806,4708,4620,4940,5290,5446,5528,5888,4416,4376,3340.390123,3172,3201.166922,1644,1644,1687,1818,2327,2327,1354,367.394,405.023,
Malaysia,MYS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,27700,31300,38600,63400,70700,72800,73700,71000,71900,75100,88600,97800,95800,95100,95100,94700,94100,101400,109400,111900,130500,145800,164800,164500,175000,178200,188300,194100,174000,164800,169263,169840,189382,166716,170054,176152,163665,185052,176549,182002,302185.2225,336401,343382,430334.4578,443318.55,463740,447001,473610.67,474940,498878,167785,83981.767,
North America,NAC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,5404400,5291700,5276600,5407100,5022300,4939900,5043400,5143900,5206200,5399500,5344700,5011900,4916100,5136200,5549800,5905800,6449000,6731800,7009400,6892300,7195400,6881700,6836800,6671500,7503500,7965000,8337600,8253700,8142200,8831000,9784346,9517253,8302667,8825200,10554981,10988079,10781083,11004451,10254839,10380744,11329725.62,11303511.62,11144558.19,11008795.34,10846743,10820701,11000033,11082914,11130969,11315014,6687141,8576845.076,
Namibia,NAM,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100,9400,6300,6300,6800,7200,7400,7500,5500,5161,5131,5080,6034,6137,6455,6513,6942,5450,5439,8836,9400,11711,8568,9197,10606,11759,13876,14543,1806,593.365,32.358,
New Caledonia,NCL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,2900,2900,2600,2700,2700,2700,2900,2800,2900,2900,3100,3000,2500,2500,2400,1100,2300,2200,2300,1100,500,1200,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,0,0,1416,1044,407,469,471,471,,,,447,
Nigeria,NGA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,9400,11700,14500,16900,17200,19200,24900,30800,33500,35400,39100,37800,26700,28600,27700,37500,32600,30100,19700,15900,17400,14900,12500,11900,11200,6600,5600,6400,7500,8400,12761,10667,13154,8987,8254,10227,16045,16936,18005,16851,61789,68014.27634,65631.50707,59182,61512.45295,61474,53971,53696,75594.72652,68734,51519.349,74453.146,
Nicaragua,NIC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,4400,4700,5000,10100,10100,10500,9800,5900,5900,5900,4200,3600,1800,1900,2200,2300,2000,2000,2000,3600,3900,3900,4200,600,700,800,800,800,800,500,452,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,84200,84800,85900,87500,88700,85100,85300,89100,93300,93100,93800,91700,97000,96000,94600,98700,102600,118100,121700,122200,115000,130500,173200,189800,176800,203100,206000,185700,188200,224400,229386,222539,250114,248246,254647,241084,250811,259827,262848,291713,268542.0058,293885.8398,307221,312910,304795,309089,334240,342097,330963.296,361156,170981.388,206208.068,
Norway,NOR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,83600,96500,110700,120900,126900,137700,141700,149700,150000,167800,171100,158800,161100,169400,177100,190500,229900,233300,222600,221400,233500,228000,253700,249800,259200,266500,279500,301500,305100,334500,320753,306511,270045,248403,254045,,,,,,,,,,,,,,,,,,
Nepal,NPL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,11800,11500,11400,12000,12000,11800,12200,12300,12900,16800,17600,17000,16900,16600,19500,20300,20300,16600,24000,25800,25800,23000,22300,21800,25900,27200,28400,28400,28600,12000,12130,12306,4324,4912,5846,6255,6920,6918,6952,6804,45990,44126,34745,30612,19560,19395,24063,58880,97598,27035,35894,28642,
Nauru,NRU,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,342,399,116,96,612,707,862,842,1023,1351,335,255,
New Zealand,NZL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,83600,86600,90600,96900,103700,103400,98100,89100,90200,91500,87700,78000,75000,78600,90500,96200,93100,98700,111500,126500,128300,109200,122900,123600,125800,127600,187400,256800,236100,227500,240046,266139,242720,247388,196657,209469,220990,219243,220375,217178,207872,206937,203388,203520,189722,186209,181125,184762,187851,192514,123038.32,135902.983,
OECD members,OED,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,8147600,8263700,8254700,8409000,7796100,7633500,7824900,8158300,8367500,8666100,8640600,8176300,8193100,8508000,8971400,9443800,10152300,10633200,11155300,11302500,11832500,11517500,11936900,12024600,13152600,13849900,14663400,15188600,15371000,16409600,17624505,17392600,16063702,16602403,18407015,18709113,18809257,19348839,18688257,18650104,20927396.79,21094558.13,20984277.38,21039809.3,21081416.37,21455548,22020267,22182317.92,22460256.79,22822190.73,11609007.87,14702405.54,
Oman,OMN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,10200,10800,11400,12300,11400,14400,16200,18800,15700,17900,17500,16300,22200,22322,23213,23168,27751,31871,,,,,25542,32850,35560,39638,46816,47126,56544,61956,71293,76672,79436,19013,18219,
Other small states,OSS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,106600,108600,111900,120400,128300,126600,136200,148200,153600,158900,171600,177400,180500.001,,,,,,,,,,,304617.0264,319463.0779,358016.4423,356192,,427339,472428,,463611.3026,439983,,,
Pakistan,PAK,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,44300,34000,23600,24300,26700,32000,37300,39900,43100,45000,45300,40600,41200,43800,45100,48200,52000,53800,60700,62500,66100,65700,69700,70300,69200,69400,70000,73300,68600,74400,63956,52616,41917,44731,50309,48905,51296,51029,52165,50939,64932,72695,72232,61820,57956,65749,70005,51019,48542,49749,27903.88,36260.96,
Panama,PAN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,16000,16400,16700,11500,11500,9300,10900,11700,10600,11300,8700,6500,9700,6800,6800,6900,7000,7000,7200,6900,5400,5500,7500,9500,10700,16400,16600,17800,21700,21200,25225,24867,21883,25702,27434,30392,33003,40645,46292,66236,73316.7504,79391,82753,135428,132689.7248,137955,143126,112742,111583,110042,32578,71789,
Peru,PER,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,16500,11800,15300,15300,28900,29300,30900,31200,30300,29900,32100,31700,32200,32400,29900,28800,32100,35600,33600,26000,22100,21500,21200,25000,30600,37300,35200,43200,44800,37300,29387,44487,37482,36947,46917,60819,56072,61958,67840,65885,84408.11532,100131,106167,115817.3964,117800,129786,129880,130792,141025.363,141311,42395.999,70558,
Philippines,PHL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,95100,69000,65300,66900,62700,67800,70000,63400,58000,61700,48900,48300,51100,56800,57000,57700,62900,67400,71200,74200,70100,63200,65100,60800,61600,64000,64700,65500,61800,40300,44547,60511,57193,56235,56647,58944,61712,65212,72333,87028,205318,225789.6836,241698.559,200532,287460,325859,345482,273159,292450,320569,88024,71556,
Palau,PLW,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,18800,18900,18100,20400,20300,19200,19100,19400,18300,55400,53900,57300,64700,69500,71400,62400,56700,53200,24700,57800,26800,26800,29300,29600,27100,27512,29826,31147,17704,18712,19606,21935,21700,21751,21450,32741,36364.31978,37309.85769,30012,34068,51680,48892,53696,41173,54328,36664,34007,
Poland,POL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,29500,29400,32100,35200,30800,36900,38200,41000,41500,42700,42700,34100,16400,25800,28800,28400,30700,30200,28900,31500,28600,19600,22400,27600,30500,32100,35900,38300,38400,43800,52371,71799,69842,73137,77690,78992,83451,89289,90031,83053,82630,82052,81194,83336,77094,68326,84075,106424,123903,131419,48381,60781,
Pre-demographic dividend,PRE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,142500,144200,139200,140600,137800,171200,192600,182200,195900,211400,217900,216700,194700,205800,194500,194600,177600,172100,165000,151800,148400,131500,122600,122400,127000,114800,117300,121400,120000,128400,134784,121438,,,,,,,,,304105.7906,338788.5427,335276.1184,368447.772,355316.604,376858,353162,404599.38,474721.2111,486296.09,192897.4234,291021.164,
Puerto Rico,PRI,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea  Dem. People's Rep.,PRK,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,7600,9100,,,,,,4900,4900,5500,5700,5600,5600,5400,5400,5500,5400,5500,5800,5800,5800,5800,6100,6100,6100,6400,6400,6900,1000,1300,1332,1305,1396,1354,1652,1768,1839,1949,1986,1865,725,732,890,3576,498.340249,483,522,460,472,526,44,9.328
Portugal,PRT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,47600,53500,58100,65100,66400,32800,28200,29200,30800,31400,33500,34100,35100,35300,33900,31000,31700,34600,39500,40300,45000,47000,59900,63300,65900,71600,80500,94700,97600,117200,112462,96049,112324,117404,127025,148604,119668,138093,159135,123551,111961.4079,129004,131870,158096,157702,160003,154448,170444,182753,186711,73742.363,97777,
Paraguay,PRY,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,4400,4500,4100,4100,4100,4100,4200,5700,5800,5900,6300,5900,5900,6000,6400,6600,7300,7800,6400,6200,6100,7300,7400,13600,6800,900,10200,4200,4400,8000,7556,8173,8497,8557,9104,10059,9807,10351,10522,9758,6459,6873.73285,6594,6408,5496,4116,3864,3454,10160,8090,1747,1917,
West Bank and Gaza,PSE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,32500,32200,35000,32300,33100,35900,45500,45600,45400,45400,51700,44600,52800,60700,65400,111300,121400,89300,87674,95413,72759,67062,69538,70306,78717,77907,78100,78761,51069,36808.25228,34691.98417,35340,51276,55485,58321,62670,65342,64745,34128.644,26870.421,
